genome.genome_id	genome.biosample_accession	genome.geographic_location	genome.isolation_country	genome.collection_date	genome.collection_year
1773.1790	SAMEA1707184	Russia	Russia	2009	2009
1773.1819	SAMEA1707246	Russia	Russia	2010	2010
1773.1849	SAMEA1707308	Russia	Russia	2008	2008
1773.1852	SAMEA1707313	Russia	Russia	2010	2010
1773.1866	SAMEA1707339	Russia	Russia	2009	2009
1773.1868	SAMEA1707342	Russia	Russia	2010	2010
1773.1921	SAMEA1707443	Russia	Russia	2009	2009
1773.2003	SAMEA1018872	United Kingdom: Midlands	United Kingdom	2010	2010
1773.2074	SAMEA1018999	United Kingdom: Midlands	United Kingdom	2009	2009
1773.902	SAMEA1015959	Russia	Russia	2009	2009
1773.912	SAMEA1016029	Russia	Russia	2009	2009
1773.923	SAMEA1016088	Russia	Russia	2009	2009
1773.939	SAMEA1016181	Russia	Russia	2009	2009
1773.965	SAMEA1403671	Russia	Russia	2009	2009
1773.972	SAMEA1403725	Russia	Russia	2009	2009
1773.981	SAMEA1403775	Russia	Russia	2009	2009
1773.998	SAMEA1403858	Russia	Russia	2009	2009
1773.6447	SAMN05918736	Peru: Lima	Peru	2012-01-01	2012
1773.6089	SAMN05915281	Peru: Lima	Peru	2012-01-01	2012
1773.6573	SAMN05916223	Peru: Lima	Peru	2012-01-01	2012
1773.6618	SAMN05916268	Peru: Lima	Peru	2012-01-01	2012
1773.6575	SAMN05916224	Peru: Lima	Peru	2012-01-01	2012
1773.6590	SAMN05916241	Peru: Lima	Peru	2012-01-01	2012
1773.6623	SAMN05916274	Peru: Lima	Peru	2012-01-01	2012
1773.6589	SAMN05916240	Peru: Lima	Peru	2012-01-01	2012
1773.6525	SAMN05916390	Peru: Lima	Peru	2012-01-01	2012
1773.6653	SAMN05916304	Peru: Lima	Peru	2012-01-01	2012
1773.6636	SAMN05916286	Peru: Lima	Peru	2012-01-01	2012
1773.6331	SAMN05918724	Peru: Lima	Peru	2012-01-01	2012
1773.6469	SAMN05918758	Peru: Lima	Peru	2012-01-01	2012
1773.6661	SAMN05916312	Peru: Lima	Peru	2012-01-01	2012
1773.6646	SAMN05916297	Peru: Lima	Peru	2012-01-01	2012
1773.6529	SAMN05916396	Peru: Lima	Peru	2012-01-01	2012
1773.6648	SAMN05916299	Peru: Lima	Peru	2012-01-01	2012
1773.6387	SAMN05918653	Peru: Lima	Peru	2012-01-01	2012
1773.6675	SAMN05916323	Peru: Lima	Peru	2012-01-01	2012
1773.6376	SAMN05918642	Peru: Lima	Peru	2012-01-01	2012
1773.6674	SAMN05916326	Peru: Lima	Peru	2012-01-01	2012
1773.6395	SAMN05918661	Peru: Lima	Peru	2012-01-01	2012
1773.6564	SAMN05916457	Peru: Lima	Peru	2012-01-01	2012
1773.6614	SAMN05916265	Peru: Lima	Peru	2012-01-01	2012
1773.6650	SAMN05916302	Peru: Lima	Peru	2012-01-01	2012
1773.6392	SAMN05918658	Peru: Lima	Peru	2012-01-01	2012
1773.6409	SAMN05918675	Peru: Lima	Peru	2012-01-01	2012
1773.6398	SAMN05918664	Peru: Lima	Peru	2012-01-01	2012
1773.6399	SAMN05918665	Peru: Lima	Peru	2012-01-01	2012
1773.6421	SAMN05918687	Peru: Lima	Peru	2012-01-01	2012
1773.6439	SAMN05918703	Peru: Lima	Peru	2012-01-01	2012
1773.6375	SAMN05918641	Peru: Lima	Peru	2012-01-01	2012
1773.6643	SAMN05916296	Peru: Lima	Peru	2012-01-01	2012
1773.6423	SAMN05918688	Peru: Lima	Peru	2012-01-01	2012
1773.6434	SAMN05918700	Peru: Lima	Peru	2012-01-01	2012
1773.6429	SAMN05918695	Peru: Lima	Peru	2012-01-01	2012
1773.6542	SAMN05916409	Peru: Lima	Peru	2012-01-01	2012
1773.6388	SAMN05918654	Peru: Lima	Peru	2012-01-01	2012
1773.6657	SAMN05916307	Peru: Lima	Peru	2012-01-01	2012
1773.6352	SAMN05918721	Peru: Lima	Peru	2012-01-01	2012
1773.6358	SAMN05918626	Peru: Lima	Peru	2012-01-01	2012
1773.6699	SAMN05916350	Peru: Lima	Peru	2012-01-01	2012
1773.6365	SAMN05918632	Peru: Lima	Peru	2012-01-01	2012
1773.6693	SAMN05916344	Peru: Lima	Peru	2012-01-01	2012
1773.6701	SAMN05916352	Peru: Lima	Peru	2012-01-01	2012
1773.6368	SAMN05918635	Peru: Lima	Peru	2012-01-01	2012
1773.6706	SAMN05916357	Peru: Lima	Peru	2012-01-01	2012
1773.6457	SAMN05918746	Peru: Lima	Peru	2012-01-01	2012
1773.6458	SAMN05918747	Peru: Lima	Peru	2012-01-01	2012
1773.6697	SAMN05916348	Peru: Lima	Peru	2012-01-01	2012
1773.6459	SAMN05918749	Peru: Lima	Peru	2012-01-01	2012
1773.6193	SAMN05918558	Peru: Lima	Peru	2012-01-01	2012
1773.6195	SAMN05918560	Peru: Lima	Peru	2012-01-01	2012
1773.6673	SAMN05916324	Peru: Lima	Peru	2012-01-01	2012
1773.6561	SAMN05916450	Peru: Lima	Peru	2012-01-01	2012
1773.6060	SAMN05918933	Peru: Lima	Peru	2012-01-01	2012
1773.6254	SAMN05919586	Peru: Lima	Peru	2012-01-01	2012
1773.6225	SAMN05919562	Peru: Lima	Peru	2012-01-01	2012
1773.6288	SAMN05919617	Peru: Lima	Peru	2012-01-01	2012
1773.6315	SAMN05919645	Peru: Lima	Peru	2012-01-01	2012
1773.6306	SAMN05919636	Peru: Lima	Peru	2012-01-01	2012
1773.6324	SAMN05919654	Peru: Lima	Peru	2012-01-01	2012
1773.6076	SAMN05918917	Peru: Lima	Peru	2012-01-01	2012
1773.6072	SAMN05918921	Peru: Lima	Peru	2012-01-01	2012
1773.6205	SAMN05919546	Peru: Lima	Peru	2012-01-01	2012
1773.6059	SAMN05918934	Peru: Lima	Peru	2012-01-01	2012
1773.6057	SAMN05918936	Peru: Lima	Peru	2012-01-01	2012
1773.6062	SAMN05918931	Peru: Lima	Peru	2012-01-01	2012
1773.6063	SAMN05918930	Peru: Lima	Peru	2012-01-01	2012
1773.6184	SAMN05918527	Peru: Lima	Peru	2012-01-01	2012
1773.6047	SAMN05918946	Peru: Lima	Peru	2012-01-01	2012
1773.6037	SAMN05918956	Peru: Lima	Peru	2012-01-01	2012
1773.6046	SAMN05918947	Peru: Lima	Peru	2012-01-01	2012
1773.6040	SAMN05918953	Peru: Lima	Peru	2012-01-01	2012
1773.6208	SAMN05919548	Peru: Lima	Peru	2012-01-01	2012
1773.6182	SAMN05918530	Peru: Lima	Peru	2012-01-01	2012
1773.6036	SAMN05918957	Peru: Lima	Peru	2012-01-01	2012
1773.6223	SAMN05919560	Peru: Lima	Peru	2012-01-01	2012
1773.6229	SAMN05919566	Peru: Lima	Peru	2012-01-01	2012
1773.6215	SAMN05919554	Peru: Lima	Peru	2012-01-01	2012
1773.6244	SAMN05919579	Peru: Lima	Peru	2012-01-01	2012
1773.6236	SAMN05919572	Peru: Lima	Peru	2012-01-01	2012
1773.6237	SAMN05919575	Peru: Lima	Peru	2012-01-01	2012
1773.6277	SAMN05919608	Peru: Lima	Peru	2012-01-01	2012
1773.6248	SAMN05919581	Peru: Lima	Peru	2012-01-01	2012
1773.6276	SAMN05919609	Peru: Lima	Peru	2012-01-01	2012
1773.6242	SAMN05919578	Peru: Lima	Peru	2012-01-01	2012
1773.6243	SAMN05919577	Peru: Lima	Peru	2012-01-01	2012
1773.6255	SAMN05919587	Peru: Lima	Peru	2012-01-01	2012
1773.6303	SAMN05919632	Peru: Lima	Peru	2012-01-01	2012
1773.6299	SAMN05919630	Peru: Lima	Peru	2012-01-01	2012
1773.6290	SAMN05919619	Peru: Lima	Peru	2012-01-01	2012
1773.6304	SAMN05919633	Peru: Lima	Peru	2012-01-01	2012
1773.6307	SAMN05919637	Peru: Lima	Peru	2012-01-01	2012
1773.6721	SAMN05918522	Peru: Lima	Peru	2012-01-01	2012
1773.6298	SAMN05919628	Peru: Lima	Peru	2012-01-01	2012
1773.6210	SAMN05919655	Peru: Lima	Peru	2012-01-01	2012
1773.6297	SAMN05919627	Peru: Lima	Peru	2012-01-01	2012
1773.6305	SAMN05919635	Peru: Lima	Peru	2012-01-01	2012
1773.6314	SAMN05919642	Peru: Lima	Peru	2012-01-01	2012
1773.6321	SAMN05919651	Peru: Lima	Peru	2012-01-01	2012
1773.6209	SAMN05919660	Peru: Lima	Peru	2012-01-01	2012
1773.6234	SAMN05919667	Peru: Lima	Peru	2012-01-01	2012
1773.6185	SAMN05918525	Peru: Lima	Peru	2012-01-01	2012
1773.6326	SAMN05919670	Peru: Lima	Peru	2012-01-01	2012
1773.6157	SAMN05918607	Peru: Lima	Peru	2012-01-01	2012
1773.6144	SAMN05918570	Peru: Lima	Peru	2012-01-01	2012
1773.6135	SAMN05918573	Peru: Lima	Peru	2012-01-01	2012
1773.6150	SAMN05918574	Peru: Lima	Peru	2012-01-01	2012
1773.6141	SAMN05918576	Peru: Lima	Peru	2012-01-01	2012
1773.6125	SAMN05918577	Peru: Lima	Peru	2012-01-01	2012
1773.6164	SAMN05918579	Peru: Lima	Peru	2012-01-01	2012
1773.6134	SAMN05918582	Peru: Lima	Peru	2012-01-01	2012
1773.6126	SAMN05918611	Peru: Lima	Peru	2012-01-01	2012
1773.6149	SAMN05918591	Peru: Lima	Peru	2012-01-01	2012
1773.2434	SAMN04910098				
1773.551	SAMN03196604	South Korea: Changwon	South Korea	08-Aug-2005	2005
1773.610	SAMEA1523355	South Africa: Durban	South Africa	2008/2014	
1773.7097	SAMEA2682711	Peru	Peru	2008	2008
1773.7117	SAMEA2682838	Peru	Peru	2009	2009
1773.7162	SAMEA2683137	Peru	Peru	2012	2012
1773.7191	SAMEA2682712	Peru	Peru	2008	2008
1773.7093	SAMEA2682796	Peru	Peru	2009	2009
1773.7181	SAMEA2682693	Peru	Peru	2008	2008
1773.7224	SAMEA2682756	Peru	Peru	2009	2009
1773.7282	SAMEA2683086	Peru	Peru	2012	2012
1773.7050	SAMN06010480	Peru: Lima	Peru	2012-01-01	2012
1773.6945	SAMN06010426	Peru: Lima	Peru	2012-01-01	2012
1773.6918	SAMN06010354	Peru: Lima	Peru	2012-01-01	2012
1773.7621	SAMN06010410	Peru: Lima	Peru	2012-01-01	2012
1773.6745	SAMN06010171	Peru: Lima	Peru	2012-01-01	2012
1773.1062	SAMEA1707240	Russia	Russia	2010	2010
1773.1229	SAMEA1015988	Russia	Russia	2008	2008
1773.1246	SAMEA1016021	Russia	Russia	2009	2009
1773.1326	SAMEA1016186	Russia	Russia	2008	2008
1773.1521	SAMEA1403786	Russia	Russia	2009	2009
1773.1618	SAMEA1403918	Russia	Russia	2009	2009
1773.1628	SAMEA1403930	Russia	Russia	2008	2008
1773.1696	SAMEA1404018	Russia	Russia	2009	2009
1773.1755	SAMEA1707124	Russia	Russia	2009	2009
1773.1802	SAMEA1707205	Russia	Russia	2008	2008
1773.1953	SAMEA1707518	Russia	Russia	2008	2008
1773.1963	SAMEA1707537	Russia	Russia	2009	2009
1773.6641	SAMN05916292	Peru: Lima	Peru	2012-01-01	2012
1773.6532	SAMN05916398	Peru: Lima	Peru	2012-01-01	2012
1773.6374	SAMN05918639	Peru: Lima	Peru	2012-01-01	2012
1773.6383	SAMN05918650	Peru: Lima	Peru	2012-01-01	2012
1773.6426	SAMN05918691	Peru: Lima	Peru	2012-01-01	2012
1773.6418	SAMN05918683	Peru: Lima	Peru	2012-01-01	2012
1773.6417	SAMN05918685	Peru: Lima	Peru	2012-01-01	2012
1773.6689	SAMN05916342	Peru: Lima	Peru	2012-01-01	2012
1773.6451	SAMN05918740	Peru: Lima	Peru	2012-01-01	2012
1773.6327	SAMN05918617	Peru: Lima	Peru	2012-01-01	2012
1773.6176	SAMN05918538	Peru: Lima	Peru	2012-01-01	2012
1773.6213	SAMN05919553	Peru: Lima	Peru	2012-01-01	2012
1773.6232	SAMN05919568	Peru: Lima	Peru	2012-01-01	2012
1773.6250	SAMN05919583	Peru: Lima	Peru	2012-01-01	2012
1773.6267	SAMN05919600	Peru: Lima	Peru	2012-01-01	2012
1773.6256	SAMN05919588	Peru: Lima	Peru	2012-01-01	2012
1773.6293	SAMN05919622	Peru: Lima	Peru	2012-01-01	2012
1773.6309	SAMN05919639	Peru: Lima	Peru	2012-01-01	2012
1773.6146	SAMN05918605	Peru: Lima	Peru	2012-01-01	2012
1773.6487	SAMN05918776	Peru: Lima	Peru	2012-01-01	2012
1773.6480	SAMN05918769	Peru: Lima	Peru	2012-01-01	2012
1773.6501	SAMN05916386	Peru: Lima	Peru	2012-01-01	2012
1773.563	SAMN03460429	Russia:Moscow	Russia	16-Jun-2013	2013
1773.567	SAMEA3250477	Ethiopia	Ethiopia		
1773.7145	SAMEA2682872	Peru	Peru	2009	2009
1773.7143	SAMEA2682868	Peru	Peru	2009	2009
1773.7176	SAMEA2682685	Peru	Peru	2009	2009
1773.7339	SAMEA2682840	Peru	Peru	2009	2009
1773.7087	SAMEA2682785	Peru	Peru	2009	2009
1773.7537	SAMEA2683012	Peru	Peru	2011	2011
1773.7568	SAMEA2682937	Peru	Peru	2009	2009
1773.7598	SAMEA2682894	Peru	Peru	2010	2010
1773.7567	SAMEA2682938	Peru	Peru	2009	2009
1773.7572	SAMEA2682933	Peru	Peru	2009	2009
1773.6876	SAMN06010249	Peru: Lima	Peru	2012-01-01	2012
1773.6858	SAMN06010231	Peru: Lima	Peru	2012-01-01	2012
1773.6977	SAMN06010394	Peru: Lima	Peru	2012-01-01	2012
1773.7622	SAMN06010451	Peru: Lima	Peru	2012-01-01	2012
1773.7720	SAMN06010119	Peru: Lima	Peru	2012-01-01	2012
1773.1300	SAMEA1016134	Russia	Russia	2008	2008
1773.1788	SAMEA1707182	Russia	Russia	2010	2010
1773.1901	SAMEA1707408	Russia	Russia	2010	2010
1773.1934	SAMEA1707478	Russia	Russia	2010	2010
1773.1993	SAMEA1018855	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2033	SAMEA1018924	United Kingdom: Midlands	United Kingdom	2010	2010
1773.2175	SAMEA1019210	United Kingdom: Midlands	United Kingdom	2009	2009
1773.6577	SAMN05916228	Peru: Lima	Peru	2012-01-01	2012
1773.6096	SAMN05915274	Peru: Lima	Peru	2012-01-01	2012
1773.6627	SAMN05916278	Peru: Lima	Peru	2012-01-01	2012
1773.6553	SAMN05916444	Peru: Lima	Peru	2012-01-01	2012
1773.6671	SAMN05916322	Peru: Lima	Peru	2012-01-01	2012
1773.6546	SAMN05916430	Peru: Lima	Peru	2012-01-01	2012
1773.6535	SAMN05916400	Peru: Lima	Peru	2012-01-01	2012
1773.6567	SAMN05916456	Peru: Lima	Peru	2012-01-01	2012
1773.6396	SAMN05918662	Peru: Lima	Peru	2012-01-01	2012
1773.6397	SAMN05918663	Peru: Lima	Peru	2012-01-01	2012
1773.6425	SAMN05918692	Peru: Lima	Peru	2012-01-01	2012
1773.2432	SAMN04910113				
1773.837	SAMN03813781	USA: New Jersey	United States	1999	1999
1773.542	SAMN03177488	South Korea: Changwon	South Korea	29-Sep-2005	2005
1773.543	SAMN03177489	South Korea: Changwon	South Korea	11-Nov-2005	2005
1773.546	SAMN03177493	South Korea: Changwon	South Korea	23-Jan-2006	2006
1773.6121	SAMN05915249	Peru: Lima	Peru	2012-01-01	2012
1773.6119	SAMN05915251	Peru: Lima	Peru	2012-01-01	2012
1773.6472	SAMN05918761	Peru: Lima	Peru	2012-01-01	2012
1773.6104	SAMN05915266	Peru: Lima	Peru	2012-01-01	2012
1773.6111	SAMN05915259	Peru: Lima	Peru	2012-01-01	2012
1773.6118	SAMN05915252	Peru: Lima	Peru	2012-01-01	2012
1773.6031	SAMN05825228	Peru: Lima	Peru	2012-01-01	2012
1773.6102	SAMN05915268	Peru: Lima	Peru	2012-01-01	2012
1773.8213	SAMN05833360	Colombia: Buenaventura	Colombia	2008	2008
1773.1197	SAMEA1523379	Malaysia: Kuala Lumpur	Malaysia	2008/2014	
1773.618	SAMEA1317629	South Africa: Stellenbosch	South Africa	2008/2014	
1773.627	SAMEA1317646	South Africa: Stellenbosch	South Africa	2008/2014	
1773.644	SAMEA1317670	South Africa: Cape Town	South Africa	2008/2014	
1773.646	SAMEA1317619	South Africa: Stellenbosch	South Africa	2008/2014	
1773.675	SAMEA1317663	South Africa: Stellenbosch	South Africa	2008/2014	
1773.699	SAMEA1523352	Thailand: Nonthaburi	Thailand	2008/2014	
1773.702	SAMEA1317644	South Africa: Cape Town	South Africa	2008/2014	
1773.8683	SAMN07664849	Peru: Lima	Peru	01-Jul-2008	2008
1773.8653	SAMD00076258	Viet Nam: Hanoi	Vietnam	2009-03-24	2009
1773.8177	SAMEA2682869	Peru	Peru	2009	2009
1773.7142	SAMEA2682870	Peru	Peru	2009	2009
1773.7190	SAMEA2682709	Peru	Peru	2008	2008
1773.7221	SAMEA2682751	Peru	Peru	2009	2009
1773.7211	SAMEA2682740	Peru	Peru	2009	2009
1773.7249	SAMEA2683044	Peru	Peru	2011	2011
1773.7356	SAMEA2682945	Peru	Peru	2009	2009
1773.7059	SAMEA2682779	Peru	Peru	2009	2009
1773.7065	SAMEA2682771	Peru	Peru	2009	2009
1773.7163	SAMEA2683138	Peru	Peru	2012	2012
1773.7189	SAMEA2683088	Peru	Peru	2011	2011
1773.7215	SAMEA2682745	Peru	Peru	2009	2009
1773.7259	SAMEA2683055	Peru	Peru	2011	2011
1773.7296	SAMEA2683101	Peru	Peru	2011	2011
1773.7351	SAMEA2682917	Peru	Peru	2009	2009
1773.7102	SAMEA2682803	Peru	Peru	2009	2009
1773.7089	SAMEA2682798	Peru	Peru	2009	2009
1773.7310	SAMEA2683122	Peru	Peru	2012	2012
1773.7369	SAMEA2682973	Peru	Peru	2010	2010
1773.7510	SAMEA2682724	Peru	Peru	2009	2009
1773.7559	SAMEA2682952	Peru	Peru	2009	2009
1773.7562	SAMEA2682947	Peru	Peru	2009	2009
1773.7581	SAMEA2682921	Peru	Peru	2009	2009
1773.7583	SAMEA2682916	Peru	Peru	2009	2009
1773.7582	SAMEA2682918	Peru	Peru	2010	2010
1773.7492	SAMEA2682697	Peru	Peru	2009	2009
1773.7499	SAMEA2683038	Peru	Peru	2011	2011
1773.7514	SAMEA2682816	Peru	Peru	2009	2009
1773.7556	SAMEA2682955	Peru	Peru	2009	2009
1773.7570	SAMEA2682934	Peru	Peru	2009	2009
1773.7593	SAMEA2682901	Peru	Peru	2010	2010
1773.7595	SAMEA2682898	Peru	Peru	2010	2010
1773.7611	SAMEA2682986	Peru	Peru	2011	2011
1773.6946	SAMN06010432	Peru: Lima	Peru	2012-01-01	2012
1773.6983	SAMN06010411	Peru: Lima	Peru	2012-01-01	2012
1773.7018	SAMN06010389	Peru: Lima	Peru	2012-01-01	2012
1773.7660	SAMN06010126	Peru: Lima	Peru	2012-01-01	2012
1773.7684	SAMN06010177	Peru: Lima	Peru	2012-01-01	2012
1773.1029	SAMEA1469512	United Kingdom	United Kingdom	2005	2005
1773.1036	SAMEA1469520	Russia	Russia	2009	2009
1773.1038	SAMEA1469522	Russia	Russia	2009	2009
1773.1042	SAMEA1469528	Russia	Russia	2009	2009
1773.1101	SAMEA1707502	Russia	Russia	2008	2008
1773.1105	SAMEA1707523	Russia	Russia	2010	2010
1773.1109	SAMEA1707549	Russia	Russia	2010	2010
1773.1127	SAMEA1019011	United Kingdom: Midlands	United Kingdom	2007	2007
1773.1209	SAMEA1015942	Russia	Russia	2008	2008
1773.1211	SAMEA1015949	Russia	Russia	2008	2008
1773.1222	SAMEA1015979	Russia	Russia	2009	2009
1773.1224	SAMEA1015982	Russia	Russia	2009	2009
1773.1235	SAMEA1015998	Russia	Russia	2008	2008
1773.1240	SAMEA1016008	Russia	Russia	2009	2009
1773.1243	SAMEA1016014	Russia	Russia	2008	2008
1773.1247	SAMEA1016023	Russia	Russia	2009	2009
1773.1251	SAMEA1016028	Russia	Russia	2009	2009
1773.1257	SAMEA1016044	Russia	Russia	2009	2009
1773.1271	SAMEA1016073	Russia	Russia	2008	2008
1773.1273	SAMEA1016078	Russia	Russia	2008	2008
1773.1279	SAMEA1016087	Russia	Russia	2009	2009
1773.1288	SAMEA1016100	Russia	Russia	2009	2009
1773.1295	SAMEA1016120	Russia	Russia	2008	2008
1773.1307	SAMEA1016147	Russia	Russia	2009	2009
1773.1310	SAMEA1016152	Russia	Russia	2008	2008
1773.1316	SAMEA1016165	Russia	Russia	2009	2009
1773.1343	SAMEA1403555	Russia	Russia	2009	2009
1773.1377	SAMEA1403596	Russia	Russia	2009	2009
1773.1386	SAMEA1403608	Russia	Russia	2008	2008
1773.1393	SAMEA1403617	Russia	Russia	2009	2009
1773.1410	SAMEA1403638	Russia	Russia	2009	2009
1773.1423	SAMEA1403658	Russia	Russia	2009	2009
1773.1425	SAMEA1403660	Russia	Russia	2009	2009
1773.1426	SAMEA1403661	Russia	Russia	2008	2008
1773.1435	SAMEA1403675	Russia	Russia	2009	2009
1773.1438	SAMEA1403680	Russia	Russia	2009	2009
1773.1441	SAMEA1403682	Russia	Russia	2008	2008
1773.1456	SAMEA1403699	Russia	Russia	2009	2009
1773.1460	SAMEA1403703	Russia	Russia	2008	2008
1773.1462	SAMEA1403705	Russia	Russia	2009	2009
1773.1481	SAMEA1403730	Russia	Russia	2009	2009
1773.1488	SAMEA1403740	Russia	Russia	2009	2009
1773.1534	SAMEA1403808	Russia	Russia	2009	2009
1773.1535	SAMEA1403810	Russia	Russia	2009	2009
1773.1538	SAMEA1403815	Russia	Russia	2008	2008
1773.1556	SAMEA1403836	Russia	Russia	2009	2009
1773.1564	SAMEA1403849	Russia	Russia	2009	2009
1773.1571	SAMEA1403856	Russia	Russia	2009	2009
1773.1574	SAMEA1403862	Russia	Russia	2009	2009
1773.1584	SAMEA1403876	Russia	Russia	2009	2009
1773.1586	SAMEA1403874	Russia	Russia	2008	2008
1773.1595	SAMEA1403892	Russia	Russia	2009	2009
1773.1596	SAMEA1403893	Russia	Russia	2009	2009
1773.1602	SAMEA1403901	Russia	Russia	2009	2009
1773.1604	SAMEA1403902	Russia	Russia	2009	2009
1773.1605	SAMEA1403903	Russia	Russia	2009	2009
1773.1608	SAMEA1403905	Russia	Russia	2009	2009
1773.1610	SAMEA1403909	Russia	Russia	2009	2009
1773.1613	SAMEA1403912	Russia	Russia	2009	2009
1773.1614	SAMEA1403913	Russia	Russia	2008	2008
1773.1620	SAMEA1403920	Russia	Russia	2009	2009
1773.1630	SAMEA1403932	Russia	Russia	2009	2009
1773.1635	SAMEA1403939	Russia	Russia	2009	2009
1773.1644	SAMEA1403953	Russia	Russia	2009	2009
1773.1647	SAMEA1403956	Russia	Russia	2009	2009
1773.1651	SAMEA1403961	Russia	Russia	2009	2009
1773.1658	SAMEA1403973	Russia	Russia	2009	2009
1773.1680	SAMEA1403998	Russia	Russia	2009	2009
1773.1685	SAMEA1404004	Russia	Russia	2009	2009
1773.1690	SAMEA1404012	Russia	Russia	2009	2009
1773.1701	SAMEA1404024	Russia	Russia	2009	2009
1773.1703	SAMEA1404026	Russia	Russia	2008	2008
1773.1725	SAMEA1469489	Russia	Russia	2009	2009
1773.1726	SAMEA1469490	Russia	Russia	2009	2009
1773.1728	SAMEA1469493	Russia	Russia	2009	2009
1773.1741	SAMEA1469506	Russia	Russia	2009	2009
1773.1766	SAMEA1707146	Russia	Russia	2010	2010
1773.1776	SAMEA1707157	Russia	Russia	2008	2008
1773.1791	SAMEA1707185	Russia	Russia	2010	2010
1773.1794	SAMEA1707189	Russia	Russia	2008	2008
1773.1798	SAMEA1707200	Russia	Russia	2010	2010
1773.1800	SAMEA1707202	Russia	Russia	2009	2009
1773.1809	SAMEA1707221	Russia	Russia	2010	2010
1773.1812	SAMEA1707229	Russia	Russia	2010	2010
1773.1902	SAMEA1707410	Russia	Russia	2009	2009
1773.1923	SAMEA1707450	Russia	Russia	2010	2010
1773.1950	SAMEA1707513	Russia	Russia	2010	2010
1773.1968	SAMEA1707545	Russia	Russia	2008	2008
1773.1972	SAMEA1707552	Russia	Russia	2010	2010
1773.2006	SAMEA1018878	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2059	SAMEA1018973	United Kingdom: Midlands	United Kingdom	2005	2005
1773.2064	SAMEA1018981	United Kingdom: Midlands	United Kingdom	2006	2006
1773.2099	SAMEA1019047	United Kingdom: Midlands	United Kingdom	2003	2003
1773.2166	SAMEA1019185	United Kingdom: Midlands	United Kingdom	2009	2009
1773.2196	SAMEA1019258	United Kingdom: Midlands	United Kingdom	2009	2009
1773.2224	SAMEA1019323	United Kingdom: Midlands	United Kingdom	2006	2006
1773.779	SAMEA968134	Netherlands: Amsterdam	Netherlands	1996-03	1996
1773.783	SAMEA968196	Netherlands: Amsterdam	Netherlands	1994-07	1994
1773.829	SAMEA968116	Netherlands: Amsterdam	Netherlands	1998-08	1998
1773.909	SAMEA1016011	Russia	Russia	2008	2008
1773.913	SAMEA1016033	Russia	Russia	2009	2009
1773.918	SAMEA1016066	Russia	Russia	2009	2009
1773.919	SAMEA1016068	Russia	Russia	2008	2008
1773.924	SAMEA1016097	Russia	Russia	2008	2008
1773.925	SAMEA1016103	Russia	Russia	2008	2008
1773.926	SAMEA1016105	Russia	Russia	2009	2009
1773.929	SAMEA1016122	Russia	Russia	2009	2009
1773.935	SAMEA1016146	Russia	Russia	2009	2009
1773.938	SAMEA1016166	Russia	Russia	2008	2008
1773.944	SAMEA1403558	Russia	Russia	2009	2009
1773.952	SAMEA1403605	Russia	Russia	2009	2009
1773.955	SAMEA1403631	Russia	Russia	2009	2009
1773.964	SAMEA1403665	Russia	Russia	2009	2009
1773.978	SAMEA1403758	Russia	Russia	2009	2009
1773.987	SAMEA1403791	Russia	Russia	2009	2009
1773.988	SAMEA1403797	Russia	Russia	2008	2008
1773.989	SAMEA1403800	Russia	Russia	2009	2009
1773.6684	SAMN05916335	Peru: Lima	Peru	2012-01-01	2012
1773.6622	SAMN05916273	Peru: Lima	Peru	2012-01-01	2012
1773.6113	SAMN05915258	Peru: Lima	Peru	2012-01-01	2012
1773.6629	SAMN05916279	Peru: Lima	Peru	2012-01-01	2012
1773.6631	SAMN05916280	Peru: Lima	Peru	2012-01-01	2012
1773.6528	SAMN05916395	Peru: Lima	Peru	2012-01-01	2012
1773.6510	SAMN05916414	Peru: Lima	Peru	2012-01-01	2012
1773.6555	SAMN05916448	Peru: Lima	Peru	2012-01-01	2012
1773.6617	SAMN05916269	Peru: Lima	Peru	2012-01-01	2012
1773.6563	SAMN05916454	Peru: Lima	Peru	2012-01-01	2012
1773.6533	SAMN05916401	Peru: Lima	Peru	2012-01-01	2012
1773.6557	SAMN05916445	Peru: Lima	Peru	2012-01-01	2012
1773.6405	SAMN05918671	Peru: Lima	Peru	2012-01-01	2012
1773.6359	SAMN05918627	Peru: Lima	Peru	2012-01-01	2012
1773.6191	SAMN05918556	Peru: Lima	Peru	2012-01-01	2012
1773.6488	SAMN05918778	Peru: Lima	Peru	2012-01-01	2012
1773.6168	SAMN05918539	Peru: Lima	Peru	2012-01-01	2012
1773.6050	SAMN05918942	Peru: Lima	Peru	2012-01-01	2012
1773.6045	SAMN05918948	Peru: Lima	Peru	2012-01-01	2012
1773.6265	SAMN05919596	Peru: Lima	Peru	2012-01-01	2012
1773.6227	SAMN05919564	Peru: Lima	Peru	2012-01-01	2012
1773.6722	SAMN05918523	Peru: Lima	Peru	2012-01-01	2012
1773.6152	SAMN05918571	Peru: Lima	Peru	2012-01-01	2012
1773.6161	SAMN05918592	Peru: Lima	Peru	2012-01-01	2012
1773.2334	SAMN03813795	USA: New York City	United States	2006	2006
1773.2323	SAMN03813798	USA: New York City	United States	1997	1997
1773.544	SAMN03177490	South Korea: Changwon	South Korea	21-Nov-2005	2005
